metal_symbol,metal_formal_charge_smiles,atomic_number,period,group_number,block,metal_series,pauling_electronegativity,metal_formal_charge_smiles,d_electron_count_proxy,f_electron_count_proxy,s_electron_count_proxy,p_electron_count_proxy,encoded_metal_donor_count,encoded_O_donor_count,encoded_N_donor_count,encoded_S_donor_count,encoded_P_donor_count,smiles,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,logK
Cd,2,48,5,12,d,Transition metal,1.69,2,10,0,0,0,2,0,2,0,0,[H]c1c([H])c([H])n2->[Cd+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H],2.494722222,-1.026181481,2.494722222,1.026181481,0.559628021,282.627,272.547,283.9866597,64,0,0.857142857,1.428571429,2,,2.124918322,7997.419445,9.380468889,7.927442907,11.96375262,6.93265299,4.880523957,8.490709112,3.641724114,8.338420005,2.736253142,7.997619822,1.969960125,6.416678328,-0.777922078,3255.128956,8.523970288,3.41755725,1.373186311,95.8942186,0,0,0,0,0,96.18624133,0,0,0,0,0,0,0,0,24.83238739,0,0,4.753286769,0,6.420821623,0,60.17974554,0,0,0,0,0,0,4.753286769,31.25320902,0,11.38785599,48.79188955,0,0,0,11.8,24.83238739,0,0,0,0,6.420821623,11.38785599,0,0,53.54517632,0,4.989444444,-1.026181481,0,0,2.962037037,0,13.02507037,5.542962963,0,0,0.090909091,14,0,2,0,1,1,0,2,2,2,0,3,0,0,0,0,3,2.0649,51.28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.04
Ag,1,47,5,11,d,Transition metal,1.93,1,10,0,0,0,2,0,2,0,0,[H]c1c([H])c([H])n2->[Ag+]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H],2.314722222,0.656418519,2.314722222,0.656418519,0.557912035,278.083,268.003,276.9889467,74,0,0.857142857,1.428571429,2,,2.124918322,7997.419445,9.380468889,7.52184747,9.004101296,6.93265299,4.51774837,5.843516496,3.169768651,4.894536063,2.207555775,4.139687214,1.523124094,3.156092211,-0.95974026,3255.128956,8.356939937,3.315066496,1.319678661,92.79676532,0,0,0,0,0,92.8194013,0,0,0,0,0,0,0,0,20.27703382,0,0,5.941800313,0,6.420821623,0,60.17974554,0,0,0,0,0,0,5.941800313,26.69785545,0,11.38785599,48.79188955,0,0,0,11.8,0,0,0,0,20.27703382,6.420821623,11.38785599,0,0,54.73368987,0,4.629444444,0.656418519,0,0,2.802037037,0,12.78747037,5.337962963,0,0,0.090909091,14,0,2,0,1,1,0,2,2,2,0,3,0,0,0,0,3,2.0649,51.28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.33
Co,2,27,4,9,d,Transition metal,1.88,2,7,0,0,0,2,0,2,0,0,[H]c1c([H])c([H])n2->[Co+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H],2.253472222,1.021631944,2.253472222,1.021631944,0.558956091,229.148,219.068,229.0164962,71,1,0.857142857,1.428571429,2,,2.124918322,7997.419445,9.380468889,7.553669459,8.594704668,6.93265299,4.546210822,5.47734102,3.206797079,4.418157489,2.249036029,3.606034959,1.558181715,2.705068487,-1.193506494,3255.128956,8.142685439,3.184877522,1.252366649,89.22509492,0,0,0,0,0,88.95964801,0,0,0,0,0,0,0,0,15.12752262,0,0,7.231558226,0,6.420821623,0,60.17974554,0,0,0,0,0,0,7.231558226,21.54834424,0,11.38785599,48.79188955,0,0,0,11.8,0,0,0,0,0,6.420821623,26.51537861,0,0,56.02344778,0,4.506944444,1.228969907,0,0,2.747592593,0,12.70662037,5.268206019,0,0,0.090909091,14,0,2,0,1,1,0,2,2,2,0,3,0,0,0,0,3,2.0649,51.28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.46
Cu,2,29,4,11,d,Transition metal,1.9,2,9,0,0,0,2,0,2,0,0,[H]c1c([H])c([H])n2->[Cu+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H],2.190972222,1.006006944,2.190972222,1.006006944,0.527260996,233.761,223.681,233.0128987,73,1,0.857142857,1.428571429,2,,2.124918322,7997.419445,9.380468889,7.52184747,8.463499247,6.93265299,4.51774837,5.359987324,3.169768651,4.265485369,2.207555775,3.435007491,1.523124094,2.560522212,-1.180519481,3255.128956,8.154573372,3.192062821,1.256062178,89.41139765,0,0,0,0,0,89.16024433,0,0,0,0,0,0,0,0,15.39281151,0,0,7.166865656,0,6.420821623,0,60.17974554,0,0,0,0,0,0,7.166865656,21.81363313,0,11.38785599,48.79188955,0,0,0,11.8,0,0,0,0,0,6.420821623,11.38785599,0,15.39281151,55.95875521,0,4.381944444,1.813206019,0,0,2.692037037,0,12.62412037,5.197025463,0,0,0.090909091,14,0,2,0,1,1,0,2,2,2,0,3,0,0,0,0,3,2.0649,51.28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6.7
Ni,2,28,4,10,d,Transition metal,1.91,2,8,0,0,0,2,0,2,0,0,[H]c1c([H])c([H])n2->[Ni+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H],2.222222222,1.013819444,2.222222222,1.013819444,0.522648724,228.908,218.828,228.0186441,72,0,0.857142857,1.428571429,2,,2.124918322,7997.419445,9.380468889,7.536563892,8.524176607,6.93265299,4.530911138,5.414258804,3.186892846,4.336090235,2.226738765,3.514100986,1.539336868,2.627369193,-1.206493506,3255.128956,8.130799308,3.17769785,1.248676317,89.04021848,0,0,0,0,0,88.76067849,0,0,0,0,0,0,0,0,14.86467319,0,0,7.295438135,0,6.420821623,0,60.17974554,0,0,0,0,0,0,7.295438135,21.28549482,0,11.38785599,48.79188955,0,0,0,11.8,0,0,0,0,0,6.420821623,26.25252918,0,0,56.08732769,0,4.444444444,1.521087963,0,0,2.719814815,0,12.66537037,5.232615741,0,0,0.090909091,14,0,2,0,1,1,0,2,2,2,0,3,0,0,0,0,3,2.0649,51.28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.02
Hg,2,80,6,12,d,Transition metal,2,2,10,0,0,0,2,0,2,0,0,[H]c1c([H])c([H])n2->[Hg+2]<-n3c([H])c([H])c([H])c([H])c3C([H])([H])c2c1[H],2.506944444,-1.140432099,2.506944444,1.085,0.536981943,370.805,360.725,372.0539442,64,0,0.857142857,1.428571429,2,,2.124918322,7997.419445,9.380468889,7.927442907,13.42517295,6.93265299,4.880523957,9.797843196,3.641724114,10.03894533,2.736253142,9.902594613,1.969960125,8.026694622,-0.764935065,3255.128956,8.535913676,3.424918691,1.377046691,96.12616239,0,0,0,0,0,96.43895133,0,0,0,0,0,0,0,0,25.17625664,0,0,4.662127521,0,6.420821623,0,60.17974554,0,0,0,0,0,0,4.662127521,31.59707827,0,11.38785599,48.79188955,0,0,0,11.8,25.17625664,0,0,0,0,6.420821623,11.38785599,0,0,53.45401708,0,5.013888889,-1.140432099,0,0,2.972901235,0,13.0412037,5.556882716,0,0,0.090909091,14,0,2,0,1,1,0,2,2,2,0,3,0,0,0,0,3,2.0649,51.28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7.8
Mn,2,25,4,7,d,Transition metal,1.55,2,5,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Mn+2]<-[O-]C2=O,11.17341435,-4.570511149,11.17341435,0.04943287,0.487329019,270.1,267.076,269.9036275,81,1,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,6.967753314,8.964672867,6.982181813,3.613137153,5.985196764,2.616844785,4.675140419,1.67580433,3.182261247,1.011246142,2.092555898,-0.760519481,2346.968484,10.74720937,3.672350155,2.097249097,91.74353429,0,0,0,0,0,91.51474031,0,0,0,0,0,0,0,0,41.01976016,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.819189557,0,5.749511833,0,18.93985215,29.55361342,0,10.35798868,23.09458468,0,0,0,96.87,36.59921262,17.76508404,0,11.31296332,0,12.13273414,6.066367068,0,0,3.819189557,3.819189557,41.53445891,-0.473588967,10.69420139,0,-0.04943287,-0.471851852,3.29505787,0,0,-4.570511149,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55
Cu,2,29,4,11,d,Transition metal,1.9,2,9,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Cu+2]<-[O-]C2=O,11.14216435,-4.580715231,11.14216435,0.08068287,0.490823884,278.708,275.684,277.8951799,85,1,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,6.891300185,8.649448543,6.982181813,3.550713435,5.727817181,2.572890738,4.49391324,1.632075031,3.001960728,0.973395131,1.936492182,-0.760519481,2346.968484,10.74720937,3.672350155,2.097249097,91.74353429,0,0,0,0,0,91.51474031,0,0,0,0,0,0,0,0,41.01976016,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.819189557,0,5.749511833,0,18.93985215,29.55361342,0,10.35798868,23.09458468,0,0,0,96.87,20.98291562,17.76508404,0,11.31296332,15.616297,12.13273414,6.066367068,0,0,3.819189557,3.819189557,41.26102141,0.568802615,10.6490625,0,-0.08068287,-0.582962963,3.22380787,0,0,-4.580715231,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.93
V,2,23,4,5,d,Transition metal,1.63,2,3,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[V+2]<-[O-]C2=O,11.18903935,-4.565409108,11.18903935,0.03380787,0.614724762,266.104,263.08,264.9127409,79,1,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,7.037002436,9.250194313,6.982181813,3.669678824,6.218324049,2.656657141,4.839290969,1.715413116,3.345572455,1.045530538,2.233914082,-0.695584416,2346.968484,10.81006296,3.708867785,2.122186991,92.7309997,0,0,0,0,0,92.57668609,0,0,0,0,0,0,0,0,42.08170593,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.661958389,0,5.749511833,0,18.93985215,30.77279036,0,10.35798868,23.09458468,0,0,0,96.87,37.97562073,17.76508404,0,11.31296332,0,12.13273414,6.066367068,0,0,3.661958389,3.661958389,41.67117766,-0.994784758,10.71677083,0,-0.03380787,-0.416296296,3.33068287,0,0,-4.565409108,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43
Fe,3,26,4,8,d,Transition metal,1.83,3,5,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Fe+3]<-[O-]C2=O,11.16560185,-4.573062169,11.16560185,0.05724537,0.487739763,271.007,267.983,270.8999713,81,1,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,6.943342231,8.864023395,6.982181813,3.593205587,5.903016815,2.602810489,4.617275532,1.661841795,3.124692238,0.999160513,2.042725573,-0.760519481,2346.968484,10.74720937,3.672350155,2.097249097,91.74353429,0,0,0,0,0,91.51474031,0,0,0,0,0,0,0,0,41.01976016,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.819189557,0,5.749511833,0,18.93985215,29.55361342,0,10.35798868,23.09458468,0,0,0,96.87,20.98291562,17.76508404,0,26.92926033,0,12.13273414,6.066367068,0,0,3.819189557,3.819189557,41.46609954,-0.212991071,10.68291667,0,-0.05724537,-0.49962963,3.27724537,0,0,-4.573062169,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07
Fe,2,26,4,8,d,Transition metal,1.83,2,6,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Fe+2]<-[O-]C2=O,11.16560185,-4.573062169,11.16560185,0.05724537,0.487739763,271.007,267.983,270.9005199,82,0,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,6.943342231,8.864023395,6.982181813,3.593205587,5.903016815,2.602810489,4.617275532,1.661841795,3.124692238,0.999160513,2.042725573,-0.760519481,2346.968484,10.74720937,3.672350155,2.097249097,91.74353429,0,0,0,0,0,91.51474031,0,0,0,0,0,0,0,0,41.01976016,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.819189557,0,5.749511833,0,18.93985215,29.55361342,0,10.35798868,23.09458468,0,0,0,96.87,20.98291562,17.76508404,0,26.92926033,0,12.13273414,6.066367068,0,0,3.819189557,3.819189557,41.46609954,-0.212991071,10.68291667,0,-0.05724537,-0.49962963,3.27724537,0,0,-4.573062169,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25
Ni,2,28,4,10,d,Transition metal,1.91,2,8,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Ni+2]<-[O-]C2=O,11.14997685,-4.57816421,11.14997685,0.07287037,0.488965082,273.855,270.831,272.9009253,84,0,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,6.906016607,8.710125903,6.982181813,3.562729342,5.777360038,2.581351429,4.528797562,1.64049246,3.036666678,0.980681052,1.966532802,-0.786493506,2346.968484,10.72207273,3.657777828,2.087309402,91.35888397,0,0,0,0,0,91.10170332,0,0,0,0,0,0,0,0,40.60672317,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.879382251,0,5.749511833,0,18.93985215,29.08038374,0,10.35798868,23.09458468,0,0,0,96.87,20.98291562,17.76508404,0,11.31296332,15.08287462,12.13273414,6.066367068,0,0,3.879382251,3.879382251,41.32938079,0.308204719,10.66034722,0,-0.07287037,-0.555185185,3.24162037,0,0,-4.57816421,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81
Er,3,68,6,3,f,Lanthanide,1.24,3,0,11,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Er+3]<-[O-]C2=O,11.18643519,-4.566259448,11.18643519,0.036412037,0.58805676,382.422,379.398,380.8953269,85,1,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,6.878463975,9.547157518,6.982181813,3.540232713,6.46079349,2.565511009,5.010019557,1.624733036,3.515428066,0.967040081,2.380936942,-0.033246753,2346.968484,11.45210423,4.088269757,2.383682965,104.9116581,0,0,0,0,0,105.8064009,0,0,0,0,0,0,0,0,55.31142074,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,1.497394168,0,5.749511833,0,18.93985215,11.61552103,34.55154837,10.35798868,23.09458468,0,0,0,96.87,55.53446399,17.76508404,0,11.31296332,0,12.13273414,6.066367068,0,0,1.497394168,1.497394168,41.6483912,-0.907918793,10.71300926,0,-0.036412037,-0.425555556,3.32474537,0,0,-4.566259448,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.902,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06
Al,3,13,3,13,p,Post-transition metal,1.61,3,0,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Al+3]<-[O-]C2=O,11.18643519,-4.566259448,11.18643519,0.036412037,0.452029356,242.144,239.12,241.9465724,76,6,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,7.16713911,9.138336229,6.982181813,3.775934973,6.126992305,2.731474661,4.774982083,1.789848076,3.281592397,1.109959617,2.17853451,-0.747532468,2346.968484,10.75977872,3.679643771,2.102226551,91.93807428,0,0,0,0,0,91.72377454,0,0,0,0,0,0,0,0,25.34211531,31.97411123,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.788515633,0,5.749511833,0,34.82653123,13.90664249,0,10.35798868,23.09458468,0,0,0,96.87,36.8695947,17.76508404,0,11.31296332,0,12.13273414,6.066367068,0,0,3.788515633,3.788515633,41.6483912,-0.907918793,10.71300926,0,-0.036412037,-0.425555556,3.32474537,0,0,-4.566259448,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-1.2828,44.6222,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65
Zn,2,30,4,12,d,Transition metal,1.65,2,10,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Zn+2]<-[O-]C2=O,11.21247685,-4.557756047,11.21247685,0.01037037,0.491453157,280.552,277.528,278.8947246,76,0,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,7.296895622,11.08052004,6.982181813,3.881880722,7.712778743,2.806073621,5.891572603,1.864065592,4.392473515,1.174200483,3.140086014,-0.656623377,2346.968484,10.84778327,3.730837654,2.137210369,93.34119752,0,0,0,0,0,93.23398651,0,0,0,0,0,0,0,0,42.73900636,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,3.562973282,0,5.749511833,0,18.93985215,31.5290759,0,10.35798868,23.09458468,0,0,0,96.87,38.83089138,17.76508404,0,5.563451492,5.749511833,12.13273414,6.066367068,0,0,0,7.125946564,41.87625579,-1.776578444,10.750625,0,-0.01037037,-0.332962963,3.38412037,0,0,-4.557756047,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
Y,3,39,5,3,d,Transition metal,1.22,3,0,0,0,0,2,2,0,0,0,[H]c1c([H])c(S(=O)(=O)[O-])c([H])c2c1[O-]->[Y+3]<-[O-]C2=O,11.21310185,-4.557551965,11.21310185,0.00974537,0.627690637,304.068,301.044,303.8708821,76,0,1.266666667,2,2.666666667,,2.584104722,7494.466296,11.05204176,7.16713911,10.82193568,6.982181813,3.775934973,7.501645498,2.731474661,5.742908588,1.789848076,4.244569655,1.109959617,3.012064053,-0.176103896,2346.968484,11.31348588,4.005390559,2.326195995,101.9596166,0,0,0,0,0,102.5832742,0,0,0,0,0,0,0,0,52.08829407,16.08743215,0,0,0,4.895483476,0,23.7625527,0,5.749511833,2.051613597,0,5.749511833,0,18.93985215,42.38972329,0,10.35798868,23.09458468,0,0,0,96.87,51.20289845,17.76508404,0,5.563451492,5.749511833,12.13273414,6.066367068,0,0,0,4.103227195,41.88172454,-1.797426276,10.75152778,0,-0.00974537,-0.330740741,3.38554537,0,0,-4.557551965,0,15,0,6,0,1,1,1,0,1,6,0,8,1,0,0,0,2,-0.9045,38.8682,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51
